Model,Accuracy,Target_Column,Time,Model_Filename,Confusion_Matrix,Classification_Report
Passive Aggressive Classifier,0.8993362831858407,status,20240107231314.0,Passive Aggressive Classifier_20240107231314,,
Decision Tree Classifier,0.9540929203539824,status,20240107231314.0,Decision Tree Classifier_20240107231314,,
Random Forest Classifier,0.9540929203539824,status,20240107231314.0,Random Forest Classifier_20240107231314,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107231314.0,Gradient Boosting Classifier_20240107231314,,
AdaBoost Classifier,0.9314159292035398,status,20240107231314.0,AdaBoost Classifier_20240107231314,,
Extra Trees Classifier,0.9540929203539824,status,20240107231314.0,Extra Trees Classifier_20240107231314,,
Support Vector Classifier,0.7461283185840708,status,20240107231314.0,Support Vector Classifier_20240107231314,,
Linear SVC,0.4928097345132743,status,20240107231314.0,Linear SVC_20240107231314,,
NuSVC,0.8877212389380531,status,20240107231314.0,NuSVC_20240107231314,,
K-Nearest Neighbors,0.9297566371681416,status,20240107231314.0,K-Nearest Neighbors_20240107231314,,
Multi-layer Perceptron,0.915929203539823,status,20240107231314.0,Multi-layer Perceptron_20240107231314,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107231314.0,Gaussian Naive Bayes_20240107231314,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107231314.0,Linear Discriminant Analysis_20240107231314,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107231314.0,Quadratic Discriminant Analysis_20240107231314,,
Voting Classifier,0.9352876106194692,status,20240107231314.0,Voting Classifier_20240107231314,,
Bagging Classifier,0.952433628318584,status,20240107231314.0,Bagging Classifier_20240107231314,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107231314.0,HistGradient Boosting Classifier_20240107231314,,
Logistic Regression,0.9231194690265486,status,20240107231454.0,Logistic Regression_20240107231454,,
Ridge Classifier,0.9026548672566372,status,20240107231454.0,Ridge Classifier_20240107231454,,
SGD Classifier,0.8296460176991151,status,20240107231454.0,SGD Classifier_20240107231454,,
Passive Aggressive Classifier,0.8810840707964602,status,20240107231454.0,Passive Aggressive Classifier_20240107231454,,
Decision Tree Classifier,0.9540929203539824,status,20240107231454.0,Decision Tree Classifier_20240107231454,,
Random Forest Classifier,0.9535398230088497,status,20240107231454.0,Random Forest Classifier_20240107231454,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107231454.0,Gradient Boosting Classifier_20240107231454,,
AdaBoost Classifier,0.9314159292035398,status,20240107231454.0,AdaBoost Classifier_20240107231454,,
Extra Trees Classifier,0.9540929203539824,status,20240107231454.0,Extra Trees Classifier_20240107231454,,
Support Vector Classifier,0.7461283185840708,status,20240107231454.0,Support Vector Classifier_20240107231454,,
Linear SVC,0.9015486725663716,status,20240107231454.0,Linear SVC_20240107231454,,
NuSVC,0.8877212389380531,status,20240107231454.0,NuSVC_20240107231454,,
K-Nearest Neighbors,0.9297566371681416,status,20240107231454.0,K-Nearest Neighbors_20240107231454,,
Multi-layer Perceptron,0.9236725663716814,status,20240107231454.0,Multi-layer Perceptron_20240107231454,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107231454.0,Gaussian Naive Bayes_20240107231454,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107231454.0,Linear Discriminant Analysis_20240107231454,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107231454.0,Quadratic Discriminant Analysis_20240107231454,,
Voting Classifier,0.9352876106194692,status,20240107231454.0,Voting Classifier_20240107231454,,
Bagging Classifier,0.952433628318584,status,20240107231454.0,Bagging Classifier_20240107231454,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107231454.0,HistGradient Boosting Classifier_20240107231454,,
Logistic Regression,0.9231194690265486,status,20240107231701.0,Logistic Regression_20240107231701,,
Ridge Classifier,0.9026548672566372,status,20240107231701.0,Ridge Classifier_20240107231701,,
SGD Classifier,0.4889380530973451,status,20240107231701.0,SGD Classifier_20240107231701,,
Passive Aggressive Classifier,0.8827433628318584,status,20240107231701.0,Passive Aggressive Classifier_20240107231701,,
Decision Tree Classifier,0.9540929203539824,status,20240107231701.0,Decision Tree Classifier_20240107231701,,
Random Forest Classifier,0.9540929203539824,status,20240107231701.0,Random Forest Classifier_20240107231701,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107231701.0,Gradient Boosting Classifier_20240107231701,,
AdaBoost Classifier,0.9314159292035398,status,20240107231701.0,AdaBoost Classifier_20240107231701,,
Extra Trees Classifier,0.9540929203539824,status,20240107231701.0,Extra Trees Classifier_20240107231701,,
Support Vector Classifier,0.7461283185840708,status,20240107231701.0,Support Vector Classifier_20240107231701,,
Linear SVC,0.8993362831858407,status,20240107231701.0,Linear SVC_20240107231701,,
NuSVC,0.8877212389380531,status,20240107231701.0,NuSVC_20240107231701,,
K-Nearest Neighbors,0.9297566371681416,status,20240107231701.0,K-Nearest Neighbors_20240107231701,,
Multi-layer Perceptron,0.9070796460176992,status,20240107231701.0,Multi-layer Perceptron_20240107231701,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107231701.0,Gaussian Naive Bayes_20240107231701,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107231701.0,Linear Discriminant Analysis_20240107231701,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107231701.0,Quadratic Discriminant Analysis_20240107231701,,
Voting Classifier,0.9352876106194692,status,20240107231701.0,Voting Classifier_20240107231701,,
Bagging Classifier,0.952433628318584,status,20240107231701.0,Bagging Classifier_20240107231701,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107231701.0,HistGradient Boosting Classifier_20240107231701,,
Logistic Regression,0.9231194690265486,status,20240107232024.0,Logistic Regression_20240107232024,,
Ridge Classifier,0.9026548672566372,status,20240107232024.0,Ridge Classifier_20240107232024,,
SGD Classifier,0.8799778761061947,status,20240107232024.0,SGD Classifier_20240107232024,,
Passive Aggressive Classifier,0.8827433628318584,status,20240107232024.0,Passive Aggressive Classifier_20240107232024,,
Decision Tree Classifier,0.9540929203539824,status,20240107232024.0,Decision Tree Classifier_20240107232024,,
Random Forest Classifier,0.9540929203539824,status,20240107232024.0,Random Forest Classifier_20240107232024,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107232024.0,Gradient Boosting Classifier_20240107232024,,
AdaBoost Classifier,0.9314159292035398,status,20240107232024.0,AdaBoost Classifier_20240107232024,,
Extra Trees Classifier,0.9540929203539824,status,20240107232024.0,Extra Trees Classifier_20240107232024,,
Support Vector Classifier,0.7461283185840708,status,20240107232024.0,Support Vector Classifier_20240107232024,,
Linear SVC,0.4889380530973451,status,20240107232024.0,Linear SVC_20240107232024,,
NuSVC,0.8877212389380531,status,20240107232024.0,NuSVC_20240107232024,,
K-Nearest Neighbors,0.9297566371681416,status,20240107232024.0,K-Nearest Neighbors_20240107232024,,
Multi-layer Perceptron,0.926991150442478,status,20240107232024.0,Multi-layer Perceptron_20240107232024,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107232024.0,Gaussian Naive Bayes_20240107232024,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107232024.0,Linear Discriminant Analysis_20240107232024,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107232024.0,Quadratic Discriminant Analysis_20240107232024,,
Voting Classifier,0.9352876106194692,status,20240107232024.0,Voting Classifier_20240107232024,,
Bagging Classifier,0.952433628318584,status,20240107232024.0,Bagging Classifier_20240107232024,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107232024.0,HistGradient Boosting Classifier_20240107232024,,
Logistic Regression,0.9231194690265486,status,20240107233638.0,Logistic Regression_20240107233638,,
Ridge Classifier,0.9026548672566372,status,20240107233638.0,Ridge Classifier_20240107233638,,
SGD Classifier,0.8993362831858407,status,20240107233638.0,SGD Classifier_20240107233638,,
Passive Aggressive Classifier,0.8827433628318584,status,20240107233638.0,Passive Aggressive Classifier_20240107233638,,
Decision Tree Classifier,0.9540929203539824,status,20240107233638.0,Decision Tree Classifier_20240107233638,,
Random Forest Classifier,0.9535398230088497,status,20240107233638.0,Random Forest Classifier_20240107233638,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107233638.0,Gradient Boosting Classifier_20240107233638,,
AdaBoost Classifier,0.9314159292035398,status,20240107233638.0,AdaBoost Classifier_20240107233638,,
Extra Trees Classifier,0.9540929203539824,status,20240107233638.0,Extra Trees Classifier_20240107233638,,
Support Vector Classifier,0.7461283185840708,status,20240107233638.0,Support Vector Classifier_20240107233638,,
Linear SVC,0.8987831858407079,status,20240107233638.0,Linear SVC_20240107233638,,
NuSVC,0.8877212389380531,status,20240107233638.0,NuSVC_20240107233638,,
K-Nearest Neighbors,0.9297566371681416,status,20240107233638.0,K-Nearest Neighbors_20240107233638,,
Multi-layer Perceptron,0.9153761061946902,status,20240107233638.0,Multi-layer Perceptron_20240107233638,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107233638.0,Gaussian Naive Bayes_20240107233638,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107233638.0,Linear Discriminant Analysis_20240107233638,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107233638.0,Quadratic Discriminant Analysis_20240107233638,,
Voting Classifier,0.9352876106194692,status,20240107233638.0,Voting Classifier_20240107233638,,
Bagging Classifier,0.952433628318584,status,20240107233638.0,Bagging Classifier_20240107233638,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107233638.0,HistGradient Boosting Classifier_20240107233638,,
Logistic Regression,0.9231194690265486,status,20240107234228.0,Logistic Regression_20240107234228,,
Ridge Classifier,0.9026548672566372,status,20240107234228.0,Ridge Classifier_20240107234228,,
SGD Classifier,0.900995575221239,status,20240107234228.0,SGD Classifier_20240107234228,,
Passive Aggressive Classifier,0.8866150442477876,status,20240107234228.0,Passive Aggressive Classifier_20240107234228,,
Decision Tree Classifier,0.9540929203539824,status,20240107234228.0,Decision Tree Classifier_20240107234228,,
Random Forest Classifier,0.9540929203539824,status,20240107234228.0,Random Forest Classifier_20240107234228,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107234228.0,Gradient Boosting Classifier_20240107234228,,
AdaBoost Classifier,0.9314159292035398,status,20240107234228.0,AdaBoost Classifier_20240107234228,,
Extra Trees Classifier,0.9540929203539824,status,20240107234228.0,Extra Trees Classifier_20240107234228,,
Support Vector Classifier,0.7461283185840708,status,20240107234228.0,Support Vector Classifier_20240107234228,,
Linear SVC,0.9026548672566372,status,20240107234228.0,Linear SVC_20240107234228,,
NuSVC,0.8877212389380531,status,20240107234228.0,NuSVC_20240107234228,,
K-Nearest Neighbors,0.9297566371681416,status,20240107234228.0,K-Nearest Neighbors_20240107234228,,
Multi-layer Perceptron,0.926991150442478,status,20240107234228.0,Multi-layer Perceptron_20240107234228,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107234228.0,Gaussian Naive Bayes_20240107234228,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107234228.0,Linear Discriminant Analysis_20240107234228,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107234228.0,Quadratic Discriminant Analysis_20240107234228,,
Voting Classifier,0.9352876106194692,status,20240107234228.0,Voting Classifier_20240107234228,,
Bagging Classifier,0.952433628318584,status,20240107234228.0,Bagging Classifier_20240107234228,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107234228.0,HistGradient Boosting Classifier_20240107234228,,
Logistic Regression,0.9231194690265486,status,20240107235015.0,Logistic Regression_20240107235015,,
Ridge Classifier,0.9026548672566372,status,20240107235015.0,Ridge Classifier_20240107235015,,
SGD Classifier,0.4889380530973451,status,20240107235015.0,SGD Classifier_20240107235015,,
Passive Aggressive Classifier,0.8844026548672567,status,20240107235015.0,Passive Aggressive Classifier_20240107235015,,
Decision Tree Classifier,0.9540929203539824,status,20240107235015.0,Decision Tree Classifier_20240107235015,,
Random Forest Classifier,0.9540929203539824,status,20240107235015.0,Random Forest Classifier_20240107235015,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107235015.0,Gradient Boosting Classifier_20240107235015,,
AdaBoost Classifier,0.9314159292035398,status,20240107235015.0,AdaBoost Classifier_20240107235015,,
Extra Trees Classifier,0.9540929203539824,status,20240107235015.0,Extra Trees Classifier_20240107235015,,
Support Vector Classifier,0.7461283185840708,status,20240107235015.0,Support Vector Classifier_20240107235015,,
Linear SVC,0.8960176991150443,status,20240107235015.0,Linear SVC_20240107235015,,
NuSVC,0.8877212389380531,status,20240107235015.0,NuSVC_20240107235015,,
K-Nearest Neighbors,0.9297566371681416,status,20240107235015.0,K-Nearest Neighbors_20240107235015,,
Multi-layer Perceptron,0.9264380530973452,status,20240107235015.0,Multi-layer Perceptron_20240107235015,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107235015.0,Gaussian Naive Bayes_20240107235015,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107235015.0,Linear Discriminant Analysis_20240107235015,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107235015.0,Quadratic Discriminant Analysis_20240107235015,,
Voting Classifier,0.9352876106194692,status,20240107235015.0,Voting Classifier_20240107235015,,
Bagging Classifier,0.952433628318584,status,20240107235015.0,Bagging Classifier_20240107235015,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107235015.0,HistGradient Boosting Classifier_20240107235015,,
Logistic Regression,0.9231194690265486,status,20240107235357.0,Logistic Regression_20240107235357,,
Ridge Classifier,0.9026548672566372,status,20240107235357.0,Ridge Classifier_20240107235357,,
SGD Classifier,0.8993362831858407,status,20240107235357.0,SGD Classifier_20240107235357,,
Passive Aggressive Classifier,0.4889380530973451,status,20240107235357.0,Passive Aggressive Classifier_20240107235357,,
Decision Tree Classifier,0.9540929203539824,status,20240107235357.0,Decision Tree Classifier_20240107235357,,
Random Forest Classifier,0.9540929203539824,status,20240107235357.0,Random Forest Classifier_20240107235357,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107235357.0,Gradient Boosting Classifier_20240107235357,,
